ID,CT,lat,lon,SUBJECTS,CNT
4921,tokyo,35.6894875,139.6917064,"chemistry, organic",5.584967479
4922,rennes,48.113475,-1.675708,"chemistry, multidisciplinary",5.59511985
4924,braunschweig,52.2688736,10.5267696,"chemistry, multidisciplinary",4.091042453
4925,st andrews,37.54763,-90.2898039,"chemistry, multidisciplinary",3.63905733
4926,zurich,47.3686498,8.5391825,"chemistry, multidisciplinary",4.761200116
4928,gainesville,29.6516344,-82.3248262,"chemistry, multidisciplinary",4.555348061
4930,"kingston ,waterloo",41.2617481,-75.8968635,"chemistry, applied ,chemistry, organic",3.397895273
4930,"kingston ,waterloo",43.4642578,-80.5204096,"chemistry, applied ,chemistry, organic",2.609437912
4931,"siedlce ,warsaw",52.1676031,22.2901645,"biochemistry & molecular biology ,chemistry, applied ,chemistry, medicinal ,chemistry, multidisciplinary",2.609437912
4931,"siedlce ,warsaw",52.2296756,21.0122287,"biochemistry & molecular biology ,chemistry, applied ,chemistry, medicinal ,chemistry, multidisciplinary",4.988984047
4932,toronto,43.653226,-79.3831843,"biochemistry & molecular biology ,chemistry, applied ,chemistry, medicinal ,chemistry, multidisciplinary",3.564949357
4938,"la jolla ,zurich",32.8662854,-117.2485721,"chemistry, multidisciplinary",5.465908119
4938,"la jolla ,zurich",47.3686498,8.5391825,"chemistry, multidisciplinary",4.761200116
4939,riverside,33.9533487,-117.3961564,"chemistry, organic",3.079441542
4940,oxford,51.751724,-1.255285,"chemistry, organic",5.077537444
4941,"chestnut hill ,cambridge",40.0703334,-75.2070644,"chemistry, organic",5.65396035
4941,"chestnut hill ,cambridge",42.3736158,-71.1097335,"chemistry, organic",5.976733742
4942,"kiel ,stuttgart",54.3232927,10.1227652,multidisciplinary sciences,3.708050201
4942,"kiel ,stuttgart",48.7754181,9.1817588,multidisciplinary sciences,3.890371758
4944,leiden,52.1603216,4.4939262,"chemistry, organic",4.465735903
4946,nantes,47.218371,-1.553621,"chemistry, organic",3.890371758
4947,paris,48.856614,2.3522219,"chemistry, organic",5.919980926
4948,tokyo,35.6894875,139.6917064,"chemistry, organic",5.584967479
4949,minneapolis,44.983334,-93.26667,"chemistry, organic",4.526360525
4951,ottawa,45.4215296,-75.6971931,"chemistry, organic",5.127134385
4952,"thunder bay ,halifax",48.415802,-89.2673,"chemistry, inorganic & nuclear ,chemistry, organic",2.098612289
4952,"thunder bay ,halifax",53.72702,-1.85754,"chemistry, inorganic & nuclear ,chemistry, organic",2.386294361
4953,"rennes ,graz",48.113475,-1.675708,"chemistry, organic",5.59511985
4953,"rennes ,graz",47.070714,15.439504,"chemistry, organic",3.302585093
4955,innsbruck,47.2692124,11.4041024,"chemistry, multidisciplinary",4.135494216
4956,"paris ,lyon",48.856614,2.3522219,"chemistry, organic",5.919980926
4956,"paris ,lyon",45.764043,4.835659,"chemistry, organic",2.609437912
4957,"kaohsiung ,taipei",23.0108714,120.6660044,"chemistry, organic",4.526360525
4957,"kaohsiung ,taipei",25.091075,121.5598345,"chemistry, organic",3.995732274
4958,lanzhou,36.061255,103.834377,"chemistry, organic",3.772588722
4959,gainesville,29.6516344,-82.3248262,polymer science,4.555348061
4961,"garching ,innsbruck",48.2488721,11.6532477,polymer science,4.970291914
4961,"garching ,innsbruck",47.2692124,11.4041024,polymer science,4.135494216
4963,urbana,40.1105875,-88.2072697,"chemistry, multidisciplinary",4.63758616
4966,constance,47.6779496,9.1732384,"chemistry, inorganic & nuclear ,chemistry, organic",3.63905733
4967,coral gables,25.72149,-80.2683838,"chemistry, inorganic & nuclear ,chemistry, organic",3.197224577
4970,e lansing,42.7369792,-84.4838654,"chemistry, inorganic & nuclear",1.693147181
4971,tokushima,34.0702703,134.5548438,"chemistry, organic",4.044522438
4972,"wollongong ,burnley",-34.424984,150.8931239,"chemistry, organic",4.044522438
4972,"wollongong ,burnley",53.789397,-2.255003,"chemistry, organic",1.693147181
4973,"milan ,nerviano",45.463681,9.1881714,"chemistry, organic",4.526360525
4973,"milan ,nerviano",45.5556175,8.9756581,"chemistry, organic",2.098612289
4974,lawrence,38.9716689,-95.2352501,"chemistry, organic",4.663561646
4975,poitiers,46.580224,0.340375,"chemistry, organic",3.302585093
4976,cambridge,42.3736158,-71.1097335,"chemistry, organic",5.976733742
4980,urbana,40.1105875,-88.2072697,"chemistry, organic",4.63758616
4981,kyoto,35.0116363,135.7680294,"chemistry, organic",4.951243719
4982,normal,40.5142026,-88.9906312,"chemistry, inorganic & nuclear ,chemistry, organic ,chemistry, physical",1
4983,bombay,19.0759837,72.8776559,"chemistry, organic",5.189654742
4984,seoul,37.566535,126.9779692,"chemistry, organic",5.615120517
4985,"poitiers ,poitiers ,suresnes ,courbevoie",46.580224,0.340375,"chemistry, organic",3.302585093
4985,"poitiers ,poitiers ,suresnes ,courbevoie",46.580224,0.340375,"chemistry, organic",3.302585093
4985,"poitiers ,poitiers ,suresnes ,courbevoie",48.869798,2.219033,"chemistry, organic",2.098612289
4985,"poitiers ,poitiers ,suresnes ,courbevoie",48.900552,2.25929,"chemistry, organic",1.693147181
4986,auckland,-36.8484597,174.7633315,"chemistry, organic",3.302585093
4987,"orleans ,villeurbanne",47.902964,1.909251,"chemistry, organic",3.890371758
4987,"orleans ,villeurbanne",45.771944,4.8901709,"chemistry, organic",5.060443011
4988,strasbourg,48.583148,7.747882,"chemistry, multidisciplinary",4.80666249
4989,york,53.9622908,-1.0818995,"chemistry, inorganic & nuclear ,chemistry, organic",4.17805383
4990,"rome ,rennes",41.8905198,12.4942486,"chemistry, inorganic & nuclear ,chemistry, organic",3.63905733
4990,"rome ,rennes",48.113475,-1.675708,"chemistry, inorganic & nuclear ,chemistry, organic",5.59511985
4992,"oxford ,stevenage ,new orleans",51.751724,-1.255285,"chemistry, organic",5.077537444
4992,"oxford ,stevenage ,new orleans",51.903761,-0.196612,"chemistry, organic",4.526360525
4992,"oxford ,stevenage ,new orleans",29.9510658,-90.0715323,"chemistry, organic",5.189654742
4993,kragujevac,44.012711,20.926741,"chemistry, multidisciplinary",2.098612289
4994,"london ,brussels ,london",51.5081289,-0.128005,"chemistry, multidisciplinary",5.418840608
4994,"london ,brussels ,london",50.8503396,4.3517103,"chemistry, multidisciplinary",2.386294361
4994,"london ,brussels ,london",51.5081289,-0.128005,"chemistry, multidisciplinary",5.418840608
4995,"mulheim ,louvain",51.4309558,6.8807461,"chemistry, multidisciplinary",5.672828834
4995,"mulheim ,louvain",50.877571,4.704328,"chemistry, multidisciplinary",3.63905733
4996,stanford,37.42315,-122.1766417,"chemistry, multidisciplinary",4.610917913
4997,sapporo,43.0620958,141.3543763,"chemistry, organic",5.290459441
5000,pune,18.5204303,73.8567437,"chemistry, multidisciplinary",5.077537444
5002,prague,50.0878114,14.4204598,"chemistry, multidisciplinary",2.386294361
5003,berlin,52.524268,13.40629,"chemistry, multidisciplinary",5.787491743
5004,new york,40.7143528,-74.0059731,"chemistry, multidisciplinary",5.17438727
5006,minneapolis,44.983334,-93.26667,"chemistry, multidisciplinary",4.526360525
5007,nagasaki,32.7502856,129.877667,"chemistry, organic",2.791759469
5008,villeurbanne,45.771944,4.8901709,"chemistry, organic",5.060443011
5009,london,51.5081289,-0.128005,"chemistry, organic",5.418840608
5011,buffalo,42.8864468,-78.8783689,"chemistry, organic",4.36729583
5012,"atlanta ,columbia",33.7489954,-84.3879824,"chemistry, organic",4.63758616
5012,"atlanta ,columbia",4.570868,-74.297333,"chemistry, organic",4.688879454
5013,cambridge,42.3736158,-71.1097335,"chemistry, organic",5.976733742
5014,toulouse,43.604652,1.444209,"chemistry, multidisciplinary",4.135494216
5015,bloomington,39.165325,-86.5263857,"chemistry, multidisciplinary",4.258096538
5016,"bloomington ,montpellier",39.165325,-86.5263857,"chemistry, multidisciplinary",4.258096538
5016,"bloomington ,montpellier",43.610769,3.876716,"chemistry, multidisciplinary",4.135494216
5018,chestnut hill,40.0703334,-75.2070644,"chemistry, multidisciplinary",5.65396035
5019,"bowling green ,bowling green ,columbia ,columbia",36.9903199,-86.4436018,"chemistry, physical",1.693147181
5019,"bowling green ,bowling green ,columbia ,columbia",36.9903199,-86.4436018,"chemistry, physical",1.693147181
5019,"bowling green ,bowling green ,columbia ,columbia",4.570868,-74.297333,"chemistry, physical",4.688879454
5019,"bowling green ,bowling green ,columbia ,columbia",4.570868,-74.297333,"chemistry, physical",4.688879454
5021,kingston,41.2617481,-75.8968635,"chemistry, inorganic & nuclear ,chemistry, organic",3.397895273
5023,"provo ,hayward",40.2338438,-111.6585337,"chemistry, organic",2.945910149
5023,"provo ,hayward",37.6688205,-122.0807964,"chemistry, organic",2.386294361
5024,southampton,50.9097004,-1.4043509,"chemistry, organic",4.135494216
5025,hong kong,22.396428,114.109497,"chemistry, inorganic & nuclear",3.48490665
5028,rennes,48.113475,-1.675708,"chemistry, multidisciplinary",5.59511985
5029,"chestnut hill ,cambridge",40.0703334,-75.2070644,"chemistry, multidisciplinary",5.65396035
5029,"chestnut hill ,cambridge",42.3736158,-71.1097335,"chemistry, multidisciplinary",5.976733742
5030,"aachen ,mulheim",50.7733179,6.1021106,"chemistry, applied ,chemistry, organic",4.36729583
5030,"aachen ,mulheim",51.4309558,6.8807461,"chemistry, applied ,chemistry, organic",5.672828834
5032,bangalore,12.9715987,77.5945627,"chemistry, organic",4.912023005
5033,"dresden ,munster",51.0305106,13.7572182,"chemistry, organic",4.044522438
5033,"dresden ,munster",51.9514808,7.6255388,"chemistry, organic",4.931825633
5034,"castellon ,valencia",39.9860683,-0.0360242,"chemistry, organic",4.218875825
5034,"castellon ,valencia",39.4702393,-0.3768049,"chemistry, organic",4.091042453
5035,milan,45.463681,9.1881714,"chemistry, organic",4.526360525
5036,sendai,38.268215,140.8693558,"chemistry, organic",5.682131227
5037,coyoacan,19.3494444,-99.1616667,"chemistry, organic",1.693147181
5038,rochester,43.16103,-77.6109219,"chemistry, organic",2.386294361
5039,bologna,44.4941903,11.3465185,"chemistry, organic",4.091042453
5040,manchester,53.479251,-2.247926,"chemistry, organic",4.295836866
5041,"leverkusen ,freiburg",51.0459248,7.0192196,"chemistry, organic",2.098612289
5041,"leverkusen ,freiburg",47.9990077,7.8421043,"chemistry, organic",3.302585093
5042,"brighton ,loughborough ,harlow",50.842941,-0.131312,"chemistry, organic",3.397895273
5042,"brighton ,loughborough ,harlow",52.772099,-1.206166,"chemistry, organic",3.397895273
5042,"brighton ,loughborough ,harlow",51.767787,0.087806,"chemistry, organic",4.401197382
5043,johannesburg,-26.2041028,28.0473051,"chemistry, organic",3.302585093
5045,vandoeuvre les nancy,48.661118,6.17376,"chemistry, inorganic & nuclear ,chemistry, organic",2.386294361
5046,"york ,birmingham",53.9622908,-1.0818995,"chemistry, inorganic & nuclear ,chemistry, organic",4.17805383
5046,"york ,birmingham",33.5206608,-86.80249,"chemistry, inorganic & nuclear ,chemistry, organic",3.48490665
5047,"new orleans ,morgantown ,baronissi",29.9510658,-90.0715323,"chemistry, inorganic & nuclear ,chemistry, organic",5.189654742
5047,"new orleans ,morgantown ,baronissi",39.629526,-79.9558968,"chemistry, inorganic & nuclear ,chemistry, organic",3.302585093
5047,"new orleans ,morgantown ,baronissi",40.7487592,14.7717222,"chemistry, inorganic & nuclear ,chemistry, organic",3.197224577
5052,nantes,47.218371,-1.553621,"chemistry, organic",3.890371758
5055,seoul,37.566535,126.9779692,"chemistry, multidisciplinary",5.615120517
5056,seoul,37.566535,126.9779692,"chemistry, multidisciplinary",5.615120517
5057,toyonaka,34.7812658,135.4697387,"chemistry, organic",3.302585093
5058,genoa,44.4070624,8.9339889,"chemistry, organic",3.197224577
5059,chicago,41.8781136,-87.6297982,"chemistry, organic",4.688879454
5060,shanghai,31.230393,121.473704,"chemistry, organic",5.189654742
5061,liverpool,53.41154,-2.990116,"chemistry, organic",2.386294361
5062,stony brook,40.9256538,-73.1409429,"chemistry, organic",2.609437912
5063,w lafayette,40.4258686,-86.9080655,"chemistry, organic",4.688879454
5064,utrecht,52.0901422,5.1096649,"chemistry, organic",4.555348061
5067,sendai,38.268215,140.8693558,"chemistry, multidisciplinary",5.682131227
5068,wollongong,-34.424984,150.8931239,"chemistry, organic",4.044522438
5069,hsinchu,24.8039455,120.9646866,"chemistry, organic",3.397895273
5070,"sassari ,siena",40.727165,8.5584684,"chemistry, organic",2.791759469
5070,"sassari ,siena",43.3186614,11.3305135,"chemistry, organic",3.397895273
5072,berlin,52.524268,13.40629,"chemistry, inorganic & nuclear",5.787491743
5075,stanford,37.42315,-122.1766417,"chemistry, multidisciplinary",4.610917913
5077,kwangju,35.1595454,126.8526012,"chemistry, multidisciplinary",4.496507561
5078,"talence ,paris",44.802614,-0.588054,"chemistry, multidisciplinary",3.890371758
5078,"talence ,paris",48.856614,2.3522219,"chemistry, multidisciplinary",5.919980926
5080,w lafayette,40.4258686,-86.9080655,"chemistry, multidisciplinary",4.688879454
5081,rennes,48.113475,-1.675708,"chemistry, inorganic & nuclear ,chemistry, organic",5.59511985
5083,odense,55.403756,10.40237,biochemistry & molecular biology,3.944438979
5084,athens,37.9753357,23.7361497,biochemistry & molecular biology,3.833213344
5085,odense,55.403756,10.40237,biochemistry & molecular biology,3.944438979
5087,"milan ,milan ,paris",45.463681,9.1881714,"chemistry, physical",4.526360525
5087,"milan ,milan ,paris",45.463681,9.1881714,"chemistry, physical",4.526360525
5087,"milan ,milan ,paris",48.856614,2.3522219,"chemistry, physical",5.919980926
5094,paris,48.856614,2.3522219,"chemistry, multidisciplinary",5.919980926
5097,oxford,51.751724,-1.255285,"chemistry, organic",5.077537444
5099,"pessac ,louvain",44.80583,-0.630386,"chemistry, organic",2.609437912
5099,"pessac ,louvain",50.877571,4.704328,"chemistry, organic",3.63905733
5100,safat,32.964647,35.495999,"chemistry, organic",3.079441542
5101,mulhouse,47.750839,7.335888,"chemistry, organic",3.772588722
5102,bonn,50.7116826,7.1047327,"chemistry, organic",4.258096538
5103,saarbrucken,49.2401572,6.9969327,"chemistry, organic",3.197224577
5104,"southampton ,tonbridge",50.9097004,-1.4043509,"chemistry, organic",4.135494216
5104,"southampton ,tonbridge",51.195043,0.27568,"chemistry, organic",2.609437912
5105,taejon,36.3504119,127.3845475,"chemistry, organic",4.433987204
5106,amherst,42.366667,-72.516667,"chemistry, organic",3.890371758
5107,new york,40.7143528,-74.0059731,"chemistry, organic",5.17438727
5108,pittsburgh,40.4406248,-79.9958864,"chemistry, organic",4.091042453
5109,"waterloo ,kingston ,n york",43.4642578,-80.5204096,"chemistry, organic",2.609437912
5109,"waterloo ,kingston ,n york",41.2617481,-75.8968635,"chemistry, organic",3.397895273
5109,"waterloo ,kingston ,n york",53.9622908,-1.0818995,"chemistry, organic",4.17805383
5110,austin,30.267153,-97.7430608,"chemistry, organic",4.496507561
5112,pasadena,34.1477849,-118.1445155,"chemistry, multidisciplinary",6.010635294
5114,stuttgart,48.7754181,9.1817588,"chemistry, inorganic & nuclear ,chemistry, organic",3.890371758
5115,montreal,45.5086699,-73.5539925,"chemistry, organic",4.931825633
5117,kowloon,22.3185673,114.1796057,"chemistry, inorganic & nuclear ,chemistry, organic",3.890371758
5118,amsterdam,52.3702157,4.8951679,"chemistry, inorganic & nuclear ,chemistry, organic",4.912023005
5120,"london ,macclesfield",51.5081289,-0.128005,"chemistry, inorganic & nuclear ,chemistry, organic",5.418840608
5120,"london ,macclesfield",53.258663,-2.119287,"chemistry, inorganic & nuclear ,chemistry, organic",3.197224577
5122,"bombay ,bombay ,edmonton",19.0759837,72.8776559,"chemistry, inorganic & nuclear ,chemistry, organic",5.189654742
5122,"bombay ,bombay ,edmonton",19.0759837,72.8776559,"chemistry, inorganic & nuclear ,chemistry, organic",5.189654742
5122,"bombay ,bombay ,edmonton",53.543564,-113.490452,"chemistry, inorganic & nuclear ,chemistry, organic",4.218875825
5124,leiden,52.1603216,4.4939262,"biochemistry & molecular biology ,chemistry, organic",4.465735903
5125,warsaw,52.2296756,21.0122287,"biochemistry & molecular biology ,chemistry, organic",4.988984047
5126,tuscaloosa,33.2098407,-87.5691735,"chemistry, multidisciplinary",3.48490665
5127,"rennes ,sfax ,rennes",48.113475,-1.675708,"chemistry, inorganic & nuclear",5.59511985
5127,"rennes ,sfax ,rennes",34.745159,10.7613,"chemistry, inorganic & nuclear",1.693147181
5127,"rennes ,sfax ,rennes",48.113475,-1.675708,"chemistry, inorganic & nuclear",5.59511985
5128,"kasuga ,kasuga ,vienna",33.532571,130.4702806,"chemistry, inorganic & nuclear",2.386294361
5128,"kasuga ,kasuga ,vienna",33.532571,130.4702806,"chemistry, inorganic & nuclear",2.386294361
5128,"kasuga ,kasuga ,vienna",48.2081743,16.3738189,"chemistry, inorganic & nuclear",4.63758616
5131,orsay,48.697161,2.189617,"chemistry, organic",3.944438979
5132,paris,48.856614,2.3522219,"chemistry, organic",5.919980926
5133,new orleans,29.9510658,-90.0715323,"chemistry, organic",5.189654742
5134,"oxford ,harlow",51.751724,-1.255285,"chemistry, organic",5.077537444
5134,"oxford ,harlow",51.767787,0.087806,"chemistry, organic",4.401197382
5135,niagara falls,43.0903891,-79.0861076,"chemistry, organic",2.098612289
5136,heidelberg,49.3987524,8.6724335,"chemistry, organic",4.555348061
5139,bloomington,39.165325,-86.5263857,"chemistry, multidisciplinary",4.258096538
5140,"bellaterra ,helsinki ,jyvaskyla",41.5089059,2.0878204,"chemistry, multidisciplinary",2.098612289
5140,"bellaterra ,helsinki ,jyvaskyla",60.169845,24.9385508,"chemistry, multidisciplinary",2.609437912
5140,"bellaterra ,helsinki ,jyvaskyla",62.2426423,25.7473827,"chemistry, multidisciplinary",2.609437912
5141,paris,48.856614,2.3522219,"chemistry, physical",5.919980926
5143,baronissi,40.7487592,14.7717222,"chemistry, organic",3.197224577
5145,los angeles,34.0522342,-118.2436849,"chemistry, multidisciplinary",4.295836866
5147,vienna,48.2081743,16.3738189,"chemistry, multidisciplinary",4.63758616
5150,seoul,37.566535,126.9779692,"chemistry, organic",5.615120517
5151,bangalore,12.9715987,77.5945627,"chemistry, organic",4.912023005
5152,hyderabad,17.385044,78.486671,"chemistry, organic",5.369447852
5153,ottawa,45.4215296,-75.6971931,"biochemical research methods ,biochemistry & molecular biology",5.127134385
5154,ottawa,45.4215296,-75.6971931,"biochemical research methods ,biochemistry & molecular biology",5.127134385
5156,sendai,38.268215,140.8693558,"chemistry, multidisciplinary",5.682131227
5157,new york,40.7143528,-74.0059731,"chemistry, multidisciplinary",5.17438727
5158,sherbrooke,45.4004791,-71.8837355,"chemistry, organic",3.079441542
5159,saarbrucken,49.2401572,6.9969327,"chemistry, organic",3.197224577
5162,ottawa,45.4215296,-75.6971931,"chemistry, inorganic & nuclear ,chemistry, organic",5.127134385
5167,"warsaw ,lublin",52.2296756,21.0122287,"chemistry, organic",4.988984047
5167,"warsaw ,lublin",51.2464536,22.5684463,"chemistry, organic",1.693147181
5168,orleans,47.902964,1.909251,"chemistry, organic",3.890371758
5170,nijmegen,51.842867,5.854622,"chemistry, organic",4.36729583
5171,austin,30.267153,-97.7430608,"chemistry, organic",4.496507561
5172,mulheim,51.4309558,6.8807461,"chemistry, organic",5.672828834
5173,"philadelphia ,tempe",39.952335,-75.163789,"chemistry, organic",4.433987204
5173,"philadelphia ,tempe",33.4255104,-111.9400054,"chemistry, organic",1.693147181
5174,montreal,45.5086699,-73.5539925,"chemistry, organic",4.931825633
5176,chapel hill,35.9131996,-79.0558445,"chemistry, organic",4.610917913
5177,paris,48.856614,2.3522219,"chemistry, organic",5.919980926
5178,taejon,36.3504119,127.3845475,"chemistry, organic",4.433987204
5179,sendai,38.268215,140.8693558,"chemistry, organic",5.682131227
5182,iowa city,41.6611277,-91.5301683,"chemistry, organic",3.197224577
5183,"columbus ,columbus ,seattle ,seattle",39.9611755,-82.9987942,"chemistry, medicinal",4.688879454
5183,"columbus ,columbus ,seattle ,seattle",39.9611755,-82.9987942,"chemistry, medicinal",4.688879454
5183,"columbus ,columbus ,seattle ,seattle",47.6062095,-122.3320708,"chemistry, medicinal",1.693147181
5183,"columbus ,columbus ,seattle ,seattle",47.6062095,-122.3320708,"chemistry, medicinal",1.693147181
5187,"baltimore ,chestnut hill",39.2903848,-76.6121893,"chemistry, multidisciplinary",2.791759469
5187,"baltimore ,chestnut hill",40.0703334,-75.2070644,"chemistry, multidisciplinary",5.65396035
5188,toronto,43.653226,-79.3831843,"chemistry, multidisciplinary",3.564949357
5190,berlin,52.524268,13.40629,"chemistry, organic",5.787491743
5191,minneapolis,44.983334,-93.26667,"chemistry, organic",4.526360525
5193,valencia,39.4702393,-0.3768049,"biochemistry & molecular biology ,biophysics ,chemistry, physical",4.091042453
5194,cambridge,42.3736158,-71.1097335,"chemistry, inorganic & nuclear ,chemistry, organic",5.976733742
5197,madison,43.0730517,-89.4012302,"chemistry, multidisciplinary",5.094344562
5198,"coral gables ,ottawa",25.72149,-80.2683838,"chemistry, multidisciplinary",3.197224577
5198,"coral gables ,ottawa",45.4215296,-75.6971931,"chemistry, multidisciplinary",5.127134385
5199,pasadena,34.1477849,-118.1445155,"chemistry, multidisciplinary",6.010635294
5201,"gif sur yvette ,puebla",48.701844,2.134078,"chemistry, medicinal",4.135494216
5201,"gif sur yvette ,puebla",19.0412967,-98.2061996,"chemistry, medicinal",2.791759469
5202,mason,39.3600586,-84.309939,"chemistry, medicinal",2.791759469
5204,amsterdam,52.3702157,4.8951679,"chemistry, inorganic & nuclear",4.912023005
5205,"amsterdam ,utrecht",52.3702157,4.8951679,"chemistry, multidisciplinary",4.912023005
5205,"amsterdam ,utrecht",52.0901422,5.1096649,"chemistry, multidisciplinary",4.555348061
5206,munster,51.9514808,7.6255388,"chemistry, multidisciplinary",4.931825633
5209,"la jolla ,la jolla ,la jolla ,basel ,basel ,atlanta",32.8662854,-117.2485721,"chemistry, multidisciplinary",5.465908119
5209,"la jolla ,la jolla ,la jolla ,basel ,basel ,atlanta",32.8662854,-117.2485721,"chemistry, multidisciplinary",5.465908119
5209,"la jolla ,la jolla ,la jolla ,basel ,basel ,atlanta",32.8662854,-117.2485721,"chemistry, multidisciplinary",5.465908119
5209,"la jolla ,la jolla ,la jolla ,basel ,basel ,atlanta",47.557421,7.5925727,"chemistry, multidisciplinary",4.688879454
5209,"la jolla ,la jolla ,la jolla ,basel ,basel ,atlanta",47.557421,7.5925727,"chemistry, multidisciplinary",4.688879454
5209,"la jolla ,la jolla ,la jolla ,basel ,basel ,atlanta",33.7489954,-84.3879824,"chemistry, multidisciplinary",4.63758616
5210,"karlsruhe ,bonn ,bonn",49.009148,8.3799444,"chemistry, applied ,chemistry, organic",2.609437912
5210,"karlsruhe ,bonn ,bonn",50.7116826,7.1047327,"chemistry, applied ,chemistry, organic",4.258096538
5210,"karlsruhe ,bonn ,bonn",50.7116826,7.1047327,"chemistry, applied ,chemistry, organic",4.258096538
5211,"dijon ,bari ,aachen",47.322047,5.04148,"chemistry, applied ,chemistry, organic",2.386294361
5211,"dijon ,bari ,aachen",41.1259135,16.8721133,"chemistry, applied ,chemistry, organic",1.693147181
5211,"dijon ,bari ,aachen",50.7733179,6.1021106,"chemistry, applied ,chemistry, organic",4.36729583
5212,rennes,48.113475,-1.675708,"chemistry, applied ,chemistry, organic",5.59511985
5213,"garching ,innsbruck",48.2488721,11.6532477,"chemistry, applied ,chemistry, organic",4.970291914
5213,"garching ,innsbruck",47.2692124,11.4041024,"chemistry, applied ,chemistry, organic",4.135494216
5214,"muradiye manisa ,bornova",38.656361,27.3352044,"chemistry, inorganic & nuclear",1
5214,"muradiye manisa ,bornova",38.470982,27.21769,"chemistry, inorganic & nuclear",3.63905733
5215,odense,55.403756,10.40237,"chemistry, organic",3.944438979
5216,wits,43.6716338,-79.4059771,"chemistry, organic",3.079441542
5217,"kwangju ,seoul",35.1595454,126.8526012,"chemistry, organic",4.496507561
5217,"kwangju ,seoul",37.566535,126.9779692,"chemistry, organic",5.615120517
5218,rennes,48.113475,-1.675708,"chemistry, multidisciplinary",5.59511985
5221,hsinchu,24.8039455,120.9646866,"chemistry, multidisciplinary",3.397895273
5223,columbus,39.9611755,-82.9987942,"chemistry, organic",4.688879454
5224,oxford,51.751724,-1.255285,"chemistry, organic",5.077537444
5225,bombay,19.0759837,72.8776559,"biochemistry & molecular biology ,biophysics",5.189654742
5226,w point,41.3914827,-73.9559721,"chemistry, medicinal ,chemistry, organic",2.098612289
5227,ann arbor,42.2808256,-83.7430378,"chemistry, multidisciplinary",4.526360525
5228,bombay,19.0759837,72.8776559,"chemistry, organic",5.189654742
5229,de kalb,41.9294736,-88.7503647,"chemistry, multidisciplinary",2.609437912
5230,new orleans,29.9510658,-90.0715323,"chemistry, inorganic & nuclear ,chemistry, organic",5.189654742
5232,"glasgow ,union beach",55.864237,-4.251806,"chemistry, organic",3.63905733
5232,"glasgow ,union beach",40.4464962,-74.1781988,"chemistry, organic",1
5233,fargo,46.8771863,-96.7898034,"chemistry, organic",2.098612289
5234,"london ,manchester",51.5081289,-0.128005,"chemistry, organic",5.418840608
5234,"london ,manchester",53.479251,-2.247926,"chemistry, organic",4.295836866
5235,toyama,36.6959518,137.2136768,"chemistry, organic",3.197224577
5245,bologna,44.4941903,11.3465185,"chemistry, multidisciplinary",4.091042453
5246,"mainz ,frankfurt ,halle saale",49.9928617,8.2472526,"chemistry, multidisciplinary",3.944438979
5246,"mainz ,frankfurt ,halle saale",50.1109221,8.6821267,"chemistry, multidisciplinary",3.302585093
5246,"mainz ,frankfurt ,halle saale",51.47971,11.96864,"chemistry, multidisciplinary",2.791759469
5247,"ghent ,villeurbanne",51.053468,3.73038,"chemistry, physical ,environmental sciences",5.060443011
5247,"ghent ,villeurbanne",45.771944,4.8901709,"chemistry, physical ,environmental sciences",5.060443011
5248,pasadena,34.1477849,-118.1445155,"chemistry, multidisciplinary",6.010635294
5252,liege,50.6325574,5.5796662,"chemistry, organic",4.433987204
5253,sendai,38.268215,140.8693558,"chemistry, organic",5.682131227
5256,houston,29.7601927,-95.3693896,"chemistry, inorganic & nuclear ,chemistry, organic",2.945910149
5257,houston,29.7601927,-95.3693896,"chemistry, inorganic & nuclear ,chemistry, organic",2.945910149
5258,minneapolis,44.983334,-93.26667,"chemistry, organic",4.526360525
5259,seoul,37.566535,126.9779692,"chemistry, organic",5.615120517
5260,burjassot,39.5105098,-0.4149856,"chemistry, organic",4.135494216
5264,"sassari ,sassari ,parma",40.727165,8.5584684,"chemistry, organic",2.791759469
5264,"sassari ,sassari ,parma",40.727165,8.5584684,"chemistry, organic",2.791759469
5264,"sassari ,sassari ,parma",44.8078657,10.3295478,"chemistry, organic",2.945910149
5265,pasadena,34.1477849,-118.1445155,"chemistry, organic",6.010635294
5266,newark,40.735657,-74.1723667,"chemistry, organic",3.708050201
5268,ballerup,55.724508,12.354765,"biochemical research methods ,chemistry, medicinal ,chemistry, analytical ,pharmacology & pharmacy",1
5270,oviedo,43.3602994,-5.844781,"chemistry, inorganic & nuclear",4.610917913
5273,zurich,47.3686498,8.5391825,"chemistry, multidisciplinary",4.761200116
5274,"higashihiroshima ,tokyo",34.4267526,132.7437512,"chemistry, organic",2.386294361
5274,"higashihiroshima ,tokyo",35.6894875,139.6917064,"chemistry, organic",5.584967479
5275,taejon,36.3504119,127.3845475,"chemistry, organic",4.433987204
5276,lanzhou,36.061255,103.834377,"chemistry, organic",3.772588722
5277,minneapolis,44.983334,-93.26667,"chemistry, organic",4.526360525
5278,"ottawa ,montreal",45.4215296,-75.6971931,"chemistry, organic",5.127134385
5278,"ottawa ,montreal",45.5086699,-73.5539925,"chemistry, organic",4.931825633
5279,utrecht,52.0901422,5.1096649,"chemistry, organic",4.555348061
5285,pasadena,34.1477849,-118.1445155,"chemistry, multidisciplinary",6.010635294
